sr_no,name,short_description,description,established_year,company_name,business_type,ceo_name,ceo_title,ceo_email,entity_type,member_count,min_membership_fee,max_membership_fee,website,industry,category,sector,state,city,association_type,legal_status,json_data
11,Organisation of Pharmaceutical Producers of India (OPPI),Apex body of research-based pharmaceutical companies in India.,"OPPI is the apex body of research-based global pharmaceutical companies in India, established in 1965. Member firms account for around 60% of the total pharmaceuticals market and 50% of drug export industry.",1965,Organisation of Pharmaceutical Producers of India,Non-profit Trade Body,S. V. Veeramani,President,oppi@indiaoppi.com,association,60,100000,2000000,https://www.indiaoppi.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Research Pharma Producers Body,Manufacturing,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""OPPI is the apex body of research-based pharmaceutical companies in India. Founded in 1965, it promotes an innovative environment for research and development of new medicines and formulates sound policies to advance the pharmaceutical industry."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""S. V. Veeramani"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""60+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""oppi@indiaoppi.com"", ""website"": ""https://www.indiaoppi.com""}}"
12,Indian Pharmaceutical Alliance (IPA),Representing India's science-based pharmaceutical industry.,"IPA was founded in August 1999 by Dilip G Shah along with Cipla, Dr. Reddy's, Lupin, Piramal, Ranbaxy and Wockhardt to promote the cause of generic drugs in India. It now represents 24 leading Indian pharma companies.",1999,Indian Pharmaceutical Alliance,Non-profit Trade Body,Sudarshan Jain,Secretary General,info@ipa-india.org,association,25,500000,5000000,https://www.ipa-india.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Pharma Alliance,Manufacturing,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IPA represents the interests of large research-based Indian pharmaceutical companies. Founded in 1999, it is committed to promoting the Indian pharmaceutical sector and advocates for strong intellectual property rights and innovation."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Sudarshan Jain"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""25+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""info@ipa-india.org"", ""website"": ""https://www.ipa-india.org""}}"
13,All India Organisation of Chemists & Druggists (AIOCD),National body of licensed drug retail chemists and druggists.,"AIOCD is the national apex organisation for licensed chemists and druggists in India. Established in 1961, it represents over 1.2 million retail chemist stores across the country and advocates for the interests of pharmacy retail trade.",1961,All India Organisation of Chemists and Druggists,Trade Body,J. S. Shinde,President,aiocd@aiocd.com,association,1200000,500,5000,https://aiocd.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Chemists & Druggists Trade Body,Pharma Trade / Distribution,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIOCD is the national apex organisation for licensed chemists and druggists in India. Established in 1961, it represents over 1.2 million retail chemist stores across the country and advocates for the interests of pharmacy retail trade."", ""mission"": """", ""vision"": """", ""sector"": ""Pharma Trade / Distribution"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""J. S. Shinde"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1200000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""aiocd@aiocd.com"", ""website"": ""https://aiocd.com""}}"
14,Pharmaceuticals Export Promotion Council of India (PHARMEXCIL),Government-backed council promoting India's pharmaceutical exports.,"PHARMEXCIL was set up in 2004 by the Ministry of Commerce & Industry to boost India's pharma exports, assisting member companies through market studies, trade delegations, and global trade fair participation.",2004,Pharmaceuticals Export Promotion Council of India,Export Promotion Council,Uday Bhaskar,Director General,pharmexcil@pharmexdl.com,association,3000,5000,100000,https://pharmexdl.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Pharma Export Promotion Council,Exports,Telangana,Hyderabad,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""PHARMEXCIL was set up in 2004 by the Ministry of Commerce & Industry to boost India's pharma exports. It assists member companies in their export endeavours through market studies, trade delegations, and participation in global trade fairs."", ""mission"": """", ""vision"": """", ""sector"": ""Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Uday Bhaskar"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Hyderabad, Telangana"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Hyderabad, Telangana, India"", ""phone_number"": """", ""email"": ""pharmexcil@pharmexdl.com"", ""website"": ""https://pharmexdl.com""}}"
15,Society of Indian Automobile Manufacturers (SIAM),Apex national body representing all major vehicle manufacturers in India.,"SIAM is a not-for-profit apex national body representing all major vehicle and vehicular engine manufacturers in India, registered under Societies Registration Act 1860 with charitable status under the Income Tax Act.",1960,Society of Indian Automobile Manufacturers,Non-profit Trade Body,Vinod Aggarwal,President,siam@siam.in,association,53,50000,10000000,https://www.siam.in,Automotive (Auto & EV Franchises),Automobile Manufacturers Association,Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""SIAM is the apex national body representing all major vehicle and vehicular engine manufacturers in India. Established in 1960, it plays a catalytic role in ensuring the sustainable development of the Indian automobile industry."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Vinod Aggarwal"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""53+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""siam@siam.in"", ""website"": ""https://www.siam.in""}}"
16,Automotive Component Manufacturers Association of India (ACMA),Apex body of auto component manufacturers in India.,"ACMA is the apex industry body representing the interests of the automotive component industry in India, representing the USD 80.2 billion auto component industry comprising organised players and SMEs.",1959,Automotive Component Manufacturers Association of India,Non-profit Trade Body,Vinnie Mehta,Executive Director,acma@acma.in,association,850,15000,1500000,https://www.acma.in,Automotive (Auto & EV Franchises),Auto Component Manufacturers Association,Auto Components Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ACMA is the apex industry body representing the interests of the automotive component industry in India. It represents around 850+ organised players and over 10,000 SMEs in the auto components sector."", ""mission"": """", ""vision"": """", ""sector"": ""Auto Components Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Vinnie Mehta"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""850+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""acma@acma.in"", ""website"": ""https://www.acma.in""}}"
17,Federation of Automobile Dealers Associations (FADA),National body for automobile dealers in India.,"FADA, founded in 1964, is the apex national body of the automobile retail industry in India, representing over 15,000 automobile dealerships and 30,000+ outlets, accounting for around 90% of market share.",1964,Federation of Automobile Dealers Associations,Non-profit Trade Body,Manish Raj Singhania,President,fada@fada.in,association,15000,5000,100000,https://www.fada.in,Automotive (Auto & EV Franchises),Automobile Dealers Association,Auto Retail,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FADA is the apex national body for automobile dealers in India, representing over 15,000 automobile dealers across all categories of vehicles. It was incorporated in 1964 and works to protect and promote the interests of the dealer community."", ""mission"": """", ""vision"": """", ""sector"": ""Auto Retail"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Manish Raj Singhania"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""15000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""fada@fada.in"", ""website"": ""https://www.fada.in""}}"
18,Confederation of Indian Textile Industry (CITI),Apex body of the entire Indian textile industry.,"CITI is the apex body of the entire Indian textile industry, founded in 1942, representing the complete value chain from cotton farmers and spinning units to garment exporters and textile machinery makers.",1942,Confederation of Indian Textile Industry,Non-profit Trade Body,Rakesh Mehra,Chairman,citi@citiindia.com,association,25000,10000,500000,https://www.citiindia.com,"Fashion (Apparel, Footwear, Accessories)",Textile Industry Apex Body,Manufacturing,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CITI is the apex body of the entire Indian textile industry. It represents all segments of the textile industry from fibre to finished products and is a significant voice in shaping textile policy in India."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""25000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""citi@citiindia.com"", ""website"": ""https://www.citiindia.com""}}"
19,Apparel Export Promotion Council (AEPC),Government body promoting India's apparel exports globally.,"AEPC is the official body of apparel exporters in India, incorporated in 1978 under the Foreign Trade (Development and Regulation) Act, operating under the Ministry of Textiles to promote garment exports.",1978,Apparel Export Promotion Council,Export Promotion Council,Naren Garg,Chairman,aepc@aepc.in,association,8000,3000,50000,https://www.aepcindia.com,"Fashion (Apparel, Footwear, Accessories)",Apparel Export Promotion Council,Apparel Exports,Delhi,New Delhi,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AEPC is the official body of the apparel exporters of India and provides support to Indian apparel exporters in their efforts to build, develop and promote India's apparel export business. Set up in 1978 by the Ministry of Commerce."", ""mission"": """", ""vision"": """", ""sector"": ""Apparel Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""8000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""aepc@aepc.in"", ""website"": ""https://www.aepcindia.com""}}"
20,Cotton Textiles Export Promotion Council (TEXPROCIL),Apex body for promotion of cotton textile exports from India.,"TEXPROCIL, set up in 1954, is the apex export promotion body for cotton textiles from India, assisting member exporters with market information and representation to government bodies.",1954,Cotton Textiles Export Promotion Council,Export Promotion Council,Siddhartha Rajagopal,Executive Director,texprocil@texprocil.org,association,1500,3000,30000,https://www.texprocil.org,"Fashion (Apparel, Footwear, Accessories)",Cotton Textile Export Council,Cotton Textile Exports,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""TEXPROCIL, set up in 1954, is the apex export promotion body for cotton textiles from India. It assists member exporters in their export endeavours, provides market information, and represents the industry to government bodies."", ""mission"": """", ""vision"": """", ""sector"": ""Cotton Textile Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Siddhartha Rajagopal"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""texprocil@texprocil.org"", ""website"": ""https://www.texprocil.org""}}"
21,Chemicals & Allied Products Export Promotion Council (CAPEXIL),Export promotion body for chemicals and allied products.,"CAPEXIL, set up in March 1958 by the Ministry of Commerce & Industry, promotes exports of chemicals, dyes, ceramics, paper, rubber and other allied products from India.",1958,Chemicals and Allied Products Export Promotion Council,Export Promotion Council,Srikar Reddy,Chairman,capexil@capexil.org,association,4500,3000,50000,https://capexil.org,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Chemicals Export Promotion Council,Chemical Exports,West Bengal,Kolkata,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CAPEXIL, set up in 1958 under the Ministry of Commerce & Industry, promotes exports of chemicals, pharmaceuticals, dyes, cosmetics, ceramics and other allied products from India."", ""mission"": """", ""vision"": """", ""sector"": ""Chemical Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""4500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": ""capexil@capexil.org"", ""website"": ""https://capexil.org""}}"
22,Indian Chemical Council (ICC),National body for India's chemical industry.,"Indian Chemical Council (ICC) is the apex body of the Indian chemical industry, representing manufacturers and promoting sustainable practices within the sector, publishing an 84th Annual Report for 2024-25.",1938,Indian Chemical Council,Non-profit Trade Body,R. Mukundan,President,icc@indchemcouncil.org,association,700,20000,500000,https://www.indianchemicalcouncil.com,"Logistics / Manufacturing (Couriers, Warehousing, Light Manufacturing)",Chemical Industry Apex Body,Manufacturing,Maharashtra,Mumbai,National,Registered Society,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""Indian Chemical Council (ICC), established in 1938, is the apex body of the Indian chemical industry. It represents the interests of manufacturers and promotes sustainable practices within the chemical manufacturing sector."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""R. Mukundan"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""700+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""icc@indchemcouncil.org"", ""website"": ""https://www.indianchemicalcouncil.com""}}"
